Park,Region,State,Year,Month,Recreation Visits
Indiana Dunes,Midwest,IN,2018,November,52878
Indiana Dunes,Midwest,IN,2018,December,30233
Indiana Dunes,Midwest,IN,2019,January,69916
Indiana Dunes,Midwest,IN,2019,February,85702
Indiana Dunes,Midwest,IN,2019,March,219070
Indiana Dunes,Midwest,IN,2019,April,107862
Indiana Dunes,Midwest,IN,2019,May,142403
Indiana Dunes,Midwest,IN,2019,June,302203
Indiana Dunes,Midwest,IN,2019,July,449968
Indiana Dunes,Midwest,IN,2019,August,290469
Indiana Dunes,Midwest,IN,2019,September,206226
Indiana Dunes,Midwest,IN,2019,October,105984
Indiana Dunes,Midwest,IN,2019,November,79674
Indiana Dunes,Midwest,IN,2019,December,74808
Indiana Dunes,Midwest,IN,2020,January,82444
Indiana Dunes,Midwest,IN,2020,February,87813
Indiana Dunes,Midwest,IN,2020,March,93273
Indiana Dunes,Midwest,IN,2020,April,91272
Indiana Dunes,Midwest,IN,2020,May,154428
Indiana Dunes,Midwest,IN,2020,June,341505
Indiana Dunes,Midwest,IN,2020,July,427408
Indiana Dunes,Midwest,IN,2020,August,389689
Indiana Dunes,Midwest,IN,2020,September,225594
Indiana Dunes,Midwest,IN,2020,October,227773
Indiana Dunes,Midwest,IN,2020,November,78893
Indiana Dunes,Midwest,IN,2020,December,93014
Indiana Dunes,Midwest,IN,2021,January,86065
Indiana Dunes,Midwest,IN,2021,February,93430
Indiana Dunes,Midwest,IN,2021,March,171050
Indiana Dunes,Midwest,IN,2021,April,234442
Indiana Dunes,Midwest,IN,2021,May,396362
Indiana Dunes,Midwest,IN,2021,June,319611
Indiana Dunes,Midwest,IN,2021,July,594272
Indiana Dunes,Midwest,IN,2021,August,437313
Indiana Dunes,Midwest,IN,2021,September,343696
Indiana Dunes,Midwest,IN,2021,October,253640
Indiana Dunes,Midwest,IN,2021,November,144881
Indiana Dunes,Midwest,IN,2021,December,102448
Indiana Dunes,Midwest,IN,2022,January,71633
Indiana Dunes,Midwest,IN,2022,February,74372
Indiana Dunes,Midwest,IN,2022,March,127431
Indiana Dunes,Midwest,IN,2022,April,141437
Indiana Dunes,Midwest,IN,2022,May,234403
Indiana Dunes,Midwest,IN,2022,June,438727
Indiana Dunes,Midwest,IN,2022,July,575495
Indiana Dunes,Midwest,IN,2022,August,470160
Indiana Dunes,Midwest,IN,2022,September,271515
Indiana Dunes,Midwest,IN,2022,October,232067
Indiana Dunes,Midwest,IN,2022,November,108278
Indiana Dunes,Midwest,IN,2022,December,88662
Isle Royale,Midwest,MI,2012,January,31
Isle Royale,Midwest,MI,2012,February,41
Isle Royale,Midwest,MI,2012,March,56
Isle Royale,Midwest,MI,2012,April,61
Isle Royale,Midwest,MI,2012,May,692
Isle Royale,Midwest,MI,2012,June,2628
Isle Royale,Midwest,MI,2012,July,5523
Isle Royale,Midwest,MI,2012,August,5467
Isle Royale,Midwest,MI,2012,September,1916
Isle Royale,Midwest,MI,2012,October,181
Isle Royale,Midwest,MI,2012,November,26
Isle Royale,Midwest,MI,2012,December,41
Isle Royale,Midwest,MI,2013,January,21
Isle Royale,Midwest,MI,2013,February,29
Isle Royale,Midwest,MI,2013,March,26
Isle Royale,Midwest,MI,2013,April,35
Isle Royale,Midwest,MI,2013,May,564
Isle Royale,Midwest,MI,2013,June,3660
Isle Royale,Midwest,MI,2013,July,5087
Isle Royale,Midwest,MI,2013,August,5398
Isle Royale,Midwest,MI,2013,September,1376
Isle Royale,Midwest,MI,2013,October,32
Isle Royale,Midwest,MI,2013,November,25
Isle Royale,Midwest,MI,2013,December,21
Isle Royale,Midwest,MI,2014,January,11
Isle Royale,Midwest,MI,2014,February,12
Isle Royale,Midwest,MI,2014,March,6
Isle Royale,Midwest,MI,2014,April,15
Isle Royale,Midwest,MI,2014,May,440
Isle Royale,Midwest,MI,2014,June,2548
Isle Royale,Midwest,MI,2014,July,4745
Isle Royale,Midwest,MI,2014,August,5330
Isle Royale,Midwest,MI,2014,September,1284
Isle Royale,Midwest,MI,2014,October,122
Isle Royale,Midwest,MI,2014,November,19
Isle Royale,Midwest,MI,2014,December,28
Isle Royale,Midwest,MI,2015,January,12
Isle Royale,Midwest,MI,2015,February,20
Isle Royale,Midwest,MI,2015,March,41
Isle Royale,Midwest,MI,2015,April,78
Isle Royale,Midwest,MI,2015,May,947
Isle Royale,Midwest,MI,2015,June,3309
Isle Royale,Midwest,MI,2015,July,5059
Isle Royale,Midwest,MI,2015,August,7081
Isle Royale,Midwest,MI,2015,September,1869
Isle Royale,Midwest,MI,2015,October,176
Isle Royale,Midwest,MI,2015,November,44
Isle Royale,Midwest,MI,2015,December,48
Isle Royale,Midwest,MI,2016,January,26
Isle Royale,Midwest,MI,2016,February,34
Isle Royale,Midwest,MI,2016,March,52
Isle Royale,Midwest,MI,2016,April,60
Isle Royale,Midwest,MI,2016,May,1032
Isle Royale,Midwest,MI,2016,June,4040
Isle Royale,Midwest,MI,2016,July,7567
Isle Royale,Midwest,MI,2016,August,8878
Isle Royale,Midwest,MI,2016,September,2911
Isle Royale,Midwest,MI,2016,October,235
Isle Royale,Midwest,MI,2016,November,70
Isle Royale,Midwest,MI,2016,December,61
Isle Royale,Midwest,MI,2017,January,47
Isle Royale,Midwest,MI,2017,February,67
Isle Royale,Midwest,MI,2017,March,87
Isle Royale,Midwest,MI,2017,April,128
Isle Royale,Midwest,MI,2017,May,1377
Isle Royale,Midwest,MI,2017,June,4576
Isle Royale,Midwest,MI,2017,July,8212
Isle Royale,Midwest,MI,2017,August,10251
Isle Royale,Midwest,MI,2017,September,3046
Isle Royale,Midwest,MI,2017,October,255
Isle Royale,Midwest,MI,2017,November,69
Isle Royale,Midwest,MI,2017,December,81
Isle Royale,Midwest,MI,2018,January,32
Isle Royale,Midwest,MI,2018,February,67
Isle Royale,Midwest,MI,2018,March,65
Isle Royale,Midwest,MI,2018,April,65
Isle Royale,Midwest,MI,2018,May,961
Isle Royale,Midwest,MI,2018,June,4751
Isle Royale,Midwest,MI,2018,July,7296
Isle Royale,Midwest,MI,2018,August,8813
Isle Royale,Midwest,MI,2018,September,3168
Isle Royale,Midwest,MI,2018,October,474
Isle Royale,Midwest,MI,2018,November,55
Isle Royale,Midwest,MI,2018,December,51
Isle Royale,Midwest,MI,2019,January,4
Isle Royale,Midwest,MI,2019,February,37
Isle Royale,Midwest,MI,2019,March,55
Isle Royale,Midwest,MI,2019,April,61
Isle Royale,Midwest,MI,2019,May,1055
Isle Royale,Midwest,MI,2019,June,4837
Isle Royale,Midwest,MI,2019,July,7714
Isle Royale,Midwest,MI,2019,August,8798
Isle Royale,Midwest,MI,2019,September,3342
Isle Royale,Midwest,MI,2019,October,402
Isle Royale,Midwest,MI,2019,November,47
Isle Royale,Midwest,MI,2019,December,58
Isle Royale,Midwest,MI,2020,January,47
Isle Royale,Midwest,MI,2020,February,49
Isle Royale,Midwest,MI,2020,March,41
Isle Royale,Midwest,MI,2020,April,0
Isle Royale,Midwest,MI,2020,May,0
Isle Royale,Midwest,MI,2020,June,240
Isle Royale,Midwest,MI,2020,July,2160
Isle Royale,Midwest,MI,2020,August,2494
Isle Royale,Midwest,MI,2020,September,1404
Isle Royale,Midwest,MI,2020,October,58
Isle Royale,Midwest,MI,2020,November,0
Isle Royale,Midwest,MI,2020,December,0
Isle Royale,Midwest,MI,2021,January,0
Isle Royale,Midwest,MI,2021,February,0
Isle Royale,Midwest,MI,2021,March,0
Isle Royale,Midwest,MI,2021,April,39
Isle Royale,Midwest,MI,2021,May,1206
Isle Royale,Midwest,MI,2021,June,5247
Isle Royale,Midwest,MI,2021,July,8335
Isle Royale,Midwest,MI,2021,August,7513
Isle Royale,Midwest,MI,2021,September,3272
Isle Royale,Midwest,MI,2021,October,232
Isle Royale,Midwest,MI,2021,November,0
Isle Royale,Midwest,MI,2021,December,0
Isle Royale,Midwest,MI,2022,January,0
Isle Royale,Midwest,MI,2022,February,0
Isle Royale,Midwest,MI,2022,March,0
Isle Royale,Midwest,MI,2022,April,37
Isle Royale,Midwest,MI,2022,May,1206
Isle Royale,Midwest,MI,2022,June,5224
Isle Royale,Midwest,MI,2022,July,7938
Isle Royale,Midwest,MI,2022,August,7981
Isle Royale,Midwest,MI,2022,September,2849
Isle Royale,Midwest,MI,2022,October,219
Isle Royale,Midwest,MI,2022,November,0
Isle Royale,Midwest,MI,2022,December,0
Joshua Tree,Pacific West,CA,2012,January,109800
Joshua Tree,Pacific West,CA,2012,February,128888
Joshua Tree,Pacific West,CA,2012,March,178259
Joshua Tree,Pacific West,CA,2012,April,186175
Joshua Tree,Pacific West,CA,2012,May,117183
Joshua Tree,Pacific West,CA,2012,June,72981
Joshua Tree,Pacific West,CA,2012,July,74748
Joshua Tree,Pacific West,CA,2012,August,68027
Joshua Tree,Pacific West,CA,2012,September,79377
Joshua Tree,Pacific West,CA,2012,October,104590
Joshua Tree,Pacific West,CA,2012,November,145103
Joshua Tree,Pacific West,CA,2012,December,130986
Joshua Tree,Pacific West,CA,2013,January,114833
Joshua Tree,Pacific West,CA,2013,February,130396
Joshua Tree,Pacific West,CA,2013,March,197074
Joshua Tree,Pacific West,CA,2013,April,196575
Joshua Tree,Pacific West,CA,2013,May,127406
Joshua Tree,Pacific West,CA,2013,June,77567
Joshua Tree,Pacific West,CA,2013,July,74274
Joshua Tree,Pacific West,CA,2013,August,89444
Joshua Tree,Pacific West,CA,2013,September,71667
Joshua Tree,Pacific West,CA,2013,October,54688
Joshua Tree,Pacific West,CA,2013,November,120911
Joshua Tree,Pacific West,CA,2013,December,128505
Joshua Tree,Pacific West,CA,2014,January,101069
Joshua Tree,Pacific West,CA,2014,February,152467
Joshua Tree,Pacific West,CA,2014,March,195810
Joshua Tree,Pacific West,CA,2014,April,187219
Joshua Tree,Pacific West,CA,2014,May,125920
Joshua Tree,Pacific West,CA,2014,June,76297
Joshua Tree,Pacific West,CA,2014,July,78413
Joshua Tree,Pacific West,CA,2014,August,94933
Joshua Tree,Pacific West,CA,2014,September,89968
Joshua Tree,Pacific West,CA,2014,October,131935
Joshua Tree,Pacific West,CA,2014,November,175727
Joshua Tree,Pacific West,CA,2014,December,180146
Joshua Tree,Pacific West,CA,2015,January,169097
Joshua Tree,Pacific West,CA,2015,February,200450
Joshua Tree,Pacific West,CA,2015,March,256873
Joshua Tree,Pacific West,CA,2015,April,216432
Joshua Tree,Pacific West,CA,2015,May,177545
Joshua Tree,Pacific West,CA,2015,June,110176
Joshua Tree,Pacific West,CA,2015,July,102545
Joshua Tree,Pacific West,CA,2015,August,107537
Joshua Tree,Pacific West,CA,2015,September,123171
Joshua Tree,Pacific West,CA,2015,October,163512
Joshua Tree,Pacific West,CA,2015,November,200168
Joshua Tree,Pacific West,CA,2015,December,198250
Joshua Tree,Pacific West,CA,2016,January,193843
Joshua Tree,Pacific West,CA,2016,February,236807
Joshua Tree,Pacific West,CA,2016,March,327072
Joshua Tree,Pacific West,CA,2016,April,242959
Joshua Tree,Pacific West,CA,2016,May,220378
Joshua Tree,Pacific West,CA,2016,June,110505
Joshua Tree,Pacific West,CA,2016,July,149299
Joshua Tree,Pacific West,CA,2016,August,148427
Joshua Tree,Pacific West,CA,2016,September,156795
Joshua Tree,Pacific West,CA,2016,October,220065
Joshua Tree,Pacific West,CA,2016,November,248731
Joshua Tree,Pacific West,CA,2016,December,250405
Joshua Tree,Pacific West,CA,2017,January,240124
Joshua Tree,Pacific West,CA,2017,February,260139
Joshua Tree,Pacific West,CA,2017,March,404545
Joshua Tree,Pacific West,CA,2017,April,361992
Joshua Tree,Pacific West,CA,2017,May,221752
Joshua Tree,Pacific West,CA,2017,June,125896
Joshua Tree,Pacific West,CA,2017,July,124571
Joshua Tree,Pacific West,CA,2017,August,142340
Joshua Tree,Pacific West,CA,2017,September,157084
Joshua Tree,Pacific West,CA,2017,October,223008
Joshua Tree,Pacific West,CA,2017,November,307770
Joshua Tree,Pacific West,CA,2017,December,284398
Joshua Tree,Pacific West,CA,2018,January,297435
Joshua Tree,Pacific West,CA,2018,February,288392
Joshua Tree,Pacific West,CA,2018,March,404708
Joshua Tree,Pacific West,CA,2018,April,325715
Joshua Tree,Pacific West,CA,2018,May,247786
Joshua Tree,Pacific West,CA,2018,June,153556
Joshua Tree,Pacific West,CA,2018,July,130427
Joshua Tree,Pacific West,CA,2018,August,142015
Joshua Tree,Pacific West,CA,2018,September,149124
Joshua Tree,Pacific West,CA,2018,October,221232
Joshua Tree,Pacific West,CA,2018,November,299880
Joshua Tree,Pacific West,CA,2018,December,282112
Joshua Tree,Pacific West,CA,2019,January,195993
Joshua Tree,Pacific West,CA,2019,February,261230
Joshua Tree,Pacific West,CA,2019,March,469183
Joshua Tree,Pacific West,CA,2019,April,374789
Joshua Tree,Pacific West,CA,2019,May,250928
Joshua Tree,Pacific West,CA,2019,June,187551
Joshua Tree,Pacific West,CA,2019,July,138967
Joshua Tree,Pacific West,CA,2019,August,120911
Joshua Tree,Pacific West,CA,2019,September,160294
Joshua Tree,Pacific West,CA,2019,October,233995
Joshua Tree,Pacific West,CA,2019,November,291230
Joshua Tree,Pacific West,CA,2019,December,303476
Joshua Tree,Pacific West,CA,2020,January,268187
Joshua Tree,Pacific West,CA,2020,February,298294
Joshua Tree,Pacific West,CA,2020,March,226600
Joshua Tree,Pacific West,CA,2020,April,0
Joshua Tree,Pacific West,CA,2020,May,89831
Joshua Tree,Pacific West,CA,2020,June,184139
Joshua Tree,Pacific West,CA,2020,July,147037
Joshua Tree,Pacific West,CA,2020,August,134518
Joshua Tree,Pacific West,CA,2020,September,168181
Joshua Tree,Pacific West,CA,2020,October,253877
Joshua Tree,Pacific West,CA,2020,November,360238
Joshua Tree,Pacific West,CA,2020,December,268640
Joshua Tree,Pacific West,CA,2021,January,229995
Joshua Tree,Pacific West,CA,2021,February,285687
Joshua Tree,Pacific West,CA,2021,March,375049
Joshua Tree,Pacific West,CA,2021,April,383735
Joshua Tree,Pacific West,CA,2021,May,285611
Joshua Tree,Pacific West,CA,2021,June,181050
Joshua Tree,Pacific West,CA,2021,July,125568
Joshua Tree,Pacific West,CA,2021,August,123163
Joshua Tree,Pacific West,CA,2021,September,163241
Joshua Tree,Pacific West,CA,2021,October,213088
Joshua Tree,Pacific West,CA,2021,November,334802
Joshua Tree,Pacific West,CA,2021,December,363411
Joshua Tree,Pacific West,CA,2022,January,277128
Joshua Tree,Pacific West,CA,2022,February,302834
Joshua Tree,Pacific West,CA,2022,March,431849
Joshua Tree,Pacific West,CA,2022,April,358701
Joshua Tree,Pacific West,CA,2022,May,228627
Joshua Tree,Pacific West,CA,2022,June,159177
Joshua Tree,Pacific West,CA,2022,July,149070
Joshua Tree,Pacific West,CA,2022,August,135137
Joshua Tree,Pacific West,CA,2022,September,150533
Joshua Tree,Pacific West,CA,2022,October,222629
Joshua Tree,Pacific West,CA,2022,November,316911
Joshua Tree,Pacific West,CA,2022,December,325698
Katmai,Alaska,AK,2012,January,0
Katmai,Alaska,AK,2012,February,0
Katmai,Alaska,AK,2012,March,0
Katmai,Alaska,AK,2012,April,0
Katmai,Alaska,AK,2012,May,0
Katmai,Alaska,AK,2012,June,5614
Katmai,Alaska,AK,2012,July,17171
Katmai,Alaska,AK,2012,August,10727
Katmai,Alaska,AK,2012,September,6306
Katmai,Alaska,AK,2012,October,0
Katmai,Alaska,AK,2012,November,0
Katmai,Alaska,AK,2012,December,0
Katmai,Alaska,AK,2013,January,0
Katmai,Alaska,AK,2013,February,0
Katmai,Alaska,AK,2013,March,0
Katmai,Alaska,AK,2013,April,0
Katmai,Alaska,AK,2013,May,0
Katmai,Alaska,AK,2013,June,5040
Katmai,Alaska,AK,2013,July,15222
Katmai,Alaska,AK,2013,August,4975
Katmai,Alaska,AK,2013,September,3429
Katmai,Alaska,AK,2013,October,100
Katmai,Alaska,AK,2013,November,100
Katmai,Alaska,AK,2013,December,100
Katmai,Alaska,AK,2014,January,0
Katmai,Alaska,AK,2014,February,0
Katmai,Alaska,AK,2014,March,0
Katmai,Alaska,AK,2014,April,0
Katmai,Alaska,AK,2014,May,0
Katmai,Alaska,AK,2014,June,5188
Katmai,Alaska,AK,2014,July,16895
Katmai,Alaska,AK,2014,August,4860
Katmai,Alaska,AK,2014,September,3953
Katmai,Alaska,AK,2014,October,0
Katmai,Alaska,AK,2014,November,0
Katmai,Alaska,AK,2014,December,0
Katmai,Alaska,AK,2015,January,100
Katmai,Alaska,AK,2015,February,100
Katmai,Alaska,AK,2015,March,100
Katmai,Alaska,AK,2015,April,100
Katmai,Alaska,AK,2015,May,100
Katmai,Alaska,AK,2015,June,5140
Katmai,Alaska,AK,2015,July,16676
Katmai,Alaska,AK,2015,August,10222
Katmai,Alaska,AK,2015,September,4980
Katmai,Alaska,AK,2015,October,100
Katmai,Alaska,AK,2015,November,100
Katmai,Alaska,AK,2015,December,100
Katmai,Alaska,AK,2016,January,100
Katmai,Alaska,AK,2016,February,100
Katmai,Alaska,AK,2016,March,100
Katmai,Alaska,AK,2016,April,100
Katmai,Alaska,AK,2016,May,100
Katmai,Alaska,AK,2016,June,5140
Katmai,Alaska,AK,2016,July,16676
Katmai,Alaska,AK,2016,August,10222
Katmai,Alaska,AK,2016,September,4980
Katmai,Alaska,AK,2016,October,100
Katmai,Alaska,AK,2016,November,100
Katmai,Alaska,AK,2016,December,100
Katmai,Alaska,AK,2017,January,100
Katmai,Alaska,AK,2017,February,100
Katmai,Alaska,AK,2017,March,100
Katmai,Alaska,AK,2017,April,100
Katmai,Alaska,AK,2017,May,100
Katmai,Alaska,AK,2017,June,5140
Katmai,Alaska,AK,2017,July,16676
Katmai,Alaska,AK,2017,August,10222
Katmai,Alaska,AK,2017,September,4980
Katmai,Alaska,AK,2017,October,100
Katmai,Alaska,AK,2017,November,100
Katmai,Alaska,AK,2017,December,100
Katmai,Alaska,AK,2018,January,100
Katmai,Alaska,AK,2018,February,100
Katmai,Alaska,AK,2018,March,100
Katmai,Alaska,AK,2018,April,100
Katmai,Alaska,AK,2018,May,100
Katmai,Alaska,AK,2018,June,5140
Katmai,Alaska,AK,2018,July,16676
Katmai,Alaska,AK,2018,August,10222
Katmai,Alaska,AK,2018,September,4980
Katmai,Alaska,AK,2018,October,100
Katmai,Alaska,AK,2018,November,100
Katmai,Alaska,AK,2018,December,100
Katmai,Alaska,AK,2019,January,100
Katmai,Alaska,AK,2019,February,100
Katmai,Alaska,AK,2019,March,100
Katmai,Alaska,AK,2019,April,100
Katmai,Alaska,AK,2019,May,100
Katmai,Alaska,AK,2019,June,9690
Katmai,Alaska,AK,2019,July,37318
Katmai,Alaska,AK,2019,August,23772
Katmai,Alaska,AK,2019,September,12587
Katmai,Alaska,AK,2019,October,100
Katmai,Alaska,AK,2019,November,100
Katmai,Alaska,AK,2019,December,100
Katmai,Alaska,AK,2020,January,20
Katmai,Alaska,AK,2020,February,20
Katmai,Alaska,AK,2020,March,20
Katmai,Alaska,AK,2020,April,20
Katmai,Alaska,AK,2020,May,21
Katmai,Alaska,AK,2020,June,7749
Katmai,Alaska,AK,2020,July,14922
Katmai,Alaska,AK,2020,August,14771
Katmai,Alaska,AK,2020,September,13908
Katmai,Alaska,AK,2020,October,20
Katmai,Alaska,AK,2020,November,20
Katmai,Alaska,AK,2020,December,20
Katmai,Alaska,AK,2021,January,0
Katmai,Alaska,AK,2021,February,0
Katmai,Alaska,AK,2021,March,0
Katmai,Alaska,AK,2021,April,0
Katmai,Alaska,AK,2021,May,149
Katmai,Alaska,AK,2021,June,3403
Katmai,Alaska,AK,2021,July,9073
Katmai,Alaska,AK,2021,August,7547
Katmai,Alaska,AK,2021,September,4223
Katmai,Alaska,AK,2021,October,369
Katmai,Alaska,AK,2021,November,0
Katmai,Alaska,AK,2021,December,0
Katmai,Alaska,AK,2022,January,20
Katmai,Alaska,AK,2022,February,0
Katmai,Alaska,AK,2022,March,20
Katmai,Alaska,AK,2022,April,20
Katmai,Alaska,AK,2022,May,144
Katmai,Alaska,AK,2022,June,5089
Katmai,Alaska,AK,2022,July,12600
Katmai,Alaska,AK,2022,August,9991
Katmai,Alaska,AK,2022,September,5734
Katmai,Alaska,AK,2022,October,250
Katmai,Alaska,AK,2022,November,20
Katmai,Alaska,AK,2022,December,20
Kenai Fjords,Alaska,AK,2012,January,48
Kenai Fjords,Alaska,AK,2012,February,75
Kenai Fjords,Alaska,AK,2012,March,95
Kenai Fjords,Alaska,AK,2012,April,3
Kenai Fjords,Alaska,AK,2012,May,14577
Kenai Fjords,Alaska,AK,2012,June,67696
Kenai Fjords,Alaska,AK,2012,July,84556
Kenai Fjords,Alaska,AK,2012,August,72320
Kenai Fjords,Alaska,AK,2012,September,41563
Kenai Fjords,Alaska,AK,2012,October,111
Kenai Fjords,Alaska,AK,2012,November,118
Kenai Fjords,Alaska,AK,2012,December,117
Kenai Fjords,Alaska,AK,2013,January,80
Kenai Fjords,Alaska,AK,2013,February,264
Kenai Fjords,Alaska,AK,2013,March,54
Kenai Fjords,Alaska,AK,2013,April,0
Kenai Fjords,Alaska,AK,2013,May,14106
Kenai Fjords,Alaska,AK,2013,June,62796
Kenai Fjords,Alaska,AK,2013,July,87383
Kenai Fjords,Alaska,AK,2013,August,72135
Kenai Fjords,Alaska,AK,2013,September,45303
Kenai Fjords,Alaska,AK,2013,October,1201
Kenai Fjords,Alaska,AK,2013,November,68
Kenai Fjords,Alaska,AK,2013,December,112
Kenai Fjords,Alaska,AK,2014,January,0
Kenai Fjords,Alaska,AK,2014,February,79
Kenai Fjords,Alaska,AK,2014,March,19
Kenai Fjords,Alaska,AK,2014,April,2
Kenai Fjords,Alaska,AK,2014,May,21907
Kenai Fjords,Alaska,AK,2014,June,62333
Kenai Fjords,Alaska,AK,2014,July,83496
Kenai Fjords,Alaska,AK,2014,August,74958
Kenai Fjords,Alaska,AK,2014,September,24900
Kenai Fjords,Alaska,AK,2014,October,2944
Kenai Fjords,Alaska,AK,2014,November,0
Kenai Fjords,Alaska,AK,2014,December,28
Kenai Fjords,Alaska,AK,2015,January,10
Kenai Fjords,Alaska,AK,2015,February,19
Kenai Fjords,Alaska,AK,2015,March,19
Kenai Fjords,Alaska,AK,2015,April,13
Kenai Fjords,Alaska,AK,2015,May,27483
Kenai Fjords,Alaska,AK,2015,June,65558
Kenai Fjords,Alaska,AK,2015,July,88310
Kenai Fjords,Alaska,AK,2015,August,80699
Kenai Fjords,Alaska,AK,2015,September,29213
Kenai Fjords,Alaska,AK,2015,October,4785
Kenai Fjords,Alaska,AK,2015,November,563
Kenai Fjords,Alaska,AK,2015,December,25
Kenai Fjords,Alaska,AK,2016,January,5
Kenai Fjords,Alaska,AK,2016,February,18
Kenai Fjords,Alaska,AK,2016,March,17
Kenai Fjords,Alaska,AK,2016,April,281
Kenai Fjords,Alaska,AK,2016,May,26326
Kenai Fjords,Alaska,AK,2016,June,79499
Kenai Fjords,Alaska,AK,2016,July,107851
Kenai Fjords,Alaska,AK,2016,August,90335
Kenai Fjords,Alaska,AK,2016,September,37921
Kenai Fjords,Alaska,AK,2016,October,4180
Kenai Fjords,Alaska,AK,2016,November,39
Kenai Fjords,Alaska,AK,2016,December,62
Kenai Fjords,Alaska,AK,2017,January,27
Kenai Fjords,Alaska,AK,2017,February,46
Kenai Fjords,Alaska,AK,2017,March,31
Kenai Fjords,Alaska,AK,2017,April,16
Kenai Fjords,Alaska,AK,2017,May,26598
Kenai Fjords,Alaska,AK,2017,June,75399
Kenai Fjords,Alaska,AK,2017,July,100682
Kenai Fjords,Alaska,AK,2017,August,64760
Kenai Fjords,Alaska,AK,2017,September,31297
Kenai Fjords,Alaska,AK,2017,October,4707
Kenai Fjords,Alaska,AK,2017,November,12
Kenai Fjords,Alaska,AK,2017,December,23
Kenai Fjords,Alaska,AK,2018,January,30
Kenai Fjords,Alaska,AK,2018,February,39
Kenai Fjords,Alaska,AK,2018,March,34
Kenai Fjords,Alaska,AK,2018,April,21
Kenai Fjords,Alaska,AK,2018,May,24810
Kenai Fjords,Alaska,AK,2018,June,73689
Kenai Fjords,Alaska,AK,2018,July,99606
Kenai Fjords,Alaska,AK,2018,August,85055
Kenai Fjords,Alaska,AK,2018,September,35090
Kenai Fjords,Alaska,AK,2018,October,3149
Kenai Fjords,Alaska,AK,2018,November,29
Kenai Fjords,Alaska,AK,2018,December,44
Kenai Fjords,Alaska,AK,2019,January,21
Kenai Fjords,Alaska,AK,2019,February,37
Kenai Fjords,Alaska,AK,2019,March,40
Kenai Fjords,Alaska,AK,2019,April,21
Kenai Fjords,Alaska,AK,2019,May,28944
Kenai Fjords,Alaska,AK,2019,June,91280
Kenai Fjords,Alaska,AK,2019,July,120632
Kenai Fjords,Alaska,AK,2019,August,78129
Kenai Fjords,Alaska,AK,2019,September,33346
Kenai Fjords,Alaska,AK,2019,October,4121
Kenai Fjords,Alaska,AK,2019,November,7
Kenai Fjords,Alaska,AK,2019,December,23
Kenai Fjords,Alaska,AK,2020,January,28
Kenai Fjords,Alaska,AK,2020,February,58
Kenai Fjords,Alaska,AK,2020,March,72
Kenai Fjords,Alaska,AK,2020,April,2
Kenai Fjords,Alaska,AK,2020,May,4161
Kenai Fjords,Alaska,AK,2020,June,21121
Kenai Fjords,Alaska,AK,2020,July,31809
Kenai Fjords,Alaska,AK,2020,August,32689
Kenai Fjords,Alaska,AK,2020,September,21158
Kenai Fjords,Alaska,AK,2020,October,4704
Kenai Fjords,Alaska,AK,2020,November,33
Kenai Fjords,Alaska,AK,2020,December,47
Kenai Fjords,Alaska,AK,2021,January,31
Kenai Fjords,Alaska,AK,2021,February,23
Kenai Fjords,Alaska,AK,2021,March,38
Kenai Fjords,Alaska,AK,2021,April,13
Kenai Fjords,Alaska,AK,2021,May,25943
Kenai Fjords,Alaska,AK,2021,June,96643
Kenai Fjords,Alaska,AK,2021,July,121131
Kenai Fjords,Alaska,AK,2021,August,110733
Kenai Fjords,Alaska,AK,2021,September,50041
Kenai Fjords,Alaska,AK,2021,October,7141
Kenai Fjords,Alaska,AK,2021,November,6
Kenai Fjords,Alaska,AK,2021,December,39
Kenai Fjords,Alaska,AK,2022,January,22
Kenai Fjords,Alaska,AK,2022,February,43
Kenai Fjords,Alaska,AK,2022,March,78
Kenai Fjords,Alaska,AK,2022,April,429
Kenai Fjords,Alaska,AK,2022,May,31503
Kenai Fjords,Alaska,AK,2022,June,101386
Kenai Fjords,Alaska,AK,2022,July,116723
Kenai Fjords,Alaska,AK,2022,August,92850
Kenai Fjords,Alaska,AK,2022,September,40343
Kenai Fjords,Alaska,AK,2022,October,6496
Kenai Fjords,Alaska,AK,2022,November,6
Kenai Fjords,Alaska,AK,2022,December,64
Kings Canyon,Pacific West,CA,2012,January,20730
Kings Canyon,Pacific West,CA,2012,February,18342
Kings Canyon,Pacific West,CA,2012,March,21248
Kings Canyon,Pacific West,CA,2012,April,27752
Kings Canyon,Pacific West,CA,2012,May,51659
Kings Canyon,Pacific West,CA,2012,June,97976
Kings Canyon,Pacific West,CA,2012,July,104026
Kings Canyon,Pacific West,CA,2012,August,96336
Kings Canyon,Pacific West,CA,2012,September,58757
Kings Canyon,Pacific West,CA,2012,October,53215
Kings Canyon,Pacific West,CA,2012,November,22907
Kings Canyon,Pacific West,CA,2012,December,18085
Kings Canyon,Pacific West,CA,2013,January,17525
Kings Canyon,Pacific West,CA,2013,February,16319
Kings Canyon,Pacific West,CA,2013,March,21461
Kings Canyon,Pacific West,CA,2013,April,27905
Kings Canyon,Pacific West,CA,2013,May,68820
Kings Canyon,Pacific West,CA,2013,June,83204
Kings Canyon,Pacific West,CA,2013,July,110798
Kings Canyon,Pacific West,CA,2013,August,95281
Kings Canyon,Pacific West,CA,2013,September,73715
Kings Canyon,Pacific West,CA,2013,October,27375
