Park,Region,State,Year,Month,Recreation Visits
Carlsbad Caverns,Intermountain,NM,2013,August,46967
Carlsbad Caverns,Intermountain,NM,2013,September,28603
Carlsbad Caverns,Intermountain,NM,2013,October,8040
Carlsbad Caverns,Intermountain,NM,2013,November,18746
Carlsbad Caverns,Intermountain,NM,2013,December,22904
Carlsbad Caverns,Intermountain,NM,2014,January,16251
Carlsbad Caverns,Intermountain,NM,2014,February,16157
Carlsbad Caverns,Intermountain,NM,2014,March,43129
Carlsbad Caverns,Intermountain,NM,2014,April,34926
Carlsbad Caverns,Intermountain,NM,2014,May,37253
Carlsbad Caverns,Intermountain,NM,2014,June,49729
Carlsbad Caverns,Intermountain,NM,2014,July,65899
Carlsbad Caverns,Intermountain,NM,2014,August,47616
Carlsbad Caverns,Intermountain,NM,2014,September,18768
Carlsbad Caverns,Intermountain,NM,2014,October,23537
Carlsbad Caverns,Intermountain,NM,2014,November,19874
Carlsbad Caverns,Intermountain,NM,2014,December,24170
Carlsbad Caverns,Intermountain,NM,2015,January,11930
Carlsbad Caverns,Intermountain,NM,2015,February,16416
Carlsbad Caverns,Intermountain,NM,2015,March,49677
Carlsbad Caverns,Intermountain,NM,2015,April,37600
Carlsbad Caverns,Intermountain,NM,2015,May,45315
Carlsbad Caverns,Intermountain,NM,2015,June,58142
Carlsbad Caverns,Intermountain,NM,2015,July,82452
Carlsbad Caverns,Intermountain,NM,2015,August,48084
Carlsbad Caverns,Intermountain,NM,2015,September,31630
Carlsbad Caverns,Intermountain,NM,2015,October,29050
Carlsbad Caverns,Intermountain,NM,2015,November,19488
Carlsbad Caverns,Intermountain,NM,2015,December,15936
Carlsbad Caverns,Intermountain,NM,2016,January,13534
Carlsbad Caverns,Intermountain,NM,2016,February,13046
Carlsbad Caverns,Intermountain,NM,2016,March,51157
Carlsbad Caverns,Intermountain,NM,2016,April,27222
Carlsbad Caverns,Intermountain,NM,2016,May,40834
Carlsbad Caverns,Intermountain,NM,2016,June,60625
Carlsbad Caverns,Intermountain,NM,2016,July,89963
Carlsbad Caverns,Intermountain,NM,2016,August,43799
Carlsbad Caverns,Intermountain,NM,2016,September,33676
Carlsbad Caverns,Intermountain,NM,2016,October,32932
Carlsbad Caverns,Intermountain,NM,2016,November,27810
Carlsbad Caverns,Intermountain,NM,2016,December,32175
Carlsbad Caverns,Intermountain,NM,2017,January,17746
Carlsbad Caverns,Intermountain,NM,2017,February,20342
Carlsbad Caverns,Intermountain,NM,2017,March,67429
Carlsbad Caverns,Intermountain,NM,2017,April,45744
Carlsbad Caverns,Intermountain,NM,2017,May,53960
Carlsbad Caverns,Intermountain,NM,2017,June,61408
Carlsbad Caverns,Intermountain,NM,2017,July,81748
Carlsbad Caverns,Intermountain,NM,2017,August,42952
Carlsbad Caverns,Intermountain,NM,2017,September,27714
Carlsbad Caverns,Intermountain,NM,2017,October,31570
Carlsbad Caverns,Intermountain,NM,2017,November,38440
Carlsbad Caverns,Intermountain,NM,2017,December,30973
Carlsbad Caverns,Intermountain,NM,2018,January,19172
Carlsbad Caverns,Intermountain,NM,2018,February,21051
Carlsbad Caverns,Intermountain,NM,2018,March,64669
Carlsbad Caverns,Intermountain,NM,2018,April,33182
Carlsbad Caverns,Intermountain,NM,2018,May,39735
Carlsbad Caverns,Intermountain,NM,2018,June,63091
Carlsbad Caverns,Intermountain,NM,2018,July,76302
Carlsbad Caverns,Intermountain,NM,2018,August,37116
Carlsbad Caverns,Intermountain,NM,2018,September,31053
Carlsbad Caverns,Intermountain,NM,2018,October,44238
Carlsbad Caverns,Intermountain,NM,2018,November,27358
Carlsbad Caverns,Intermountain,NM,2018,December,8945
Carlsbad Caverns,Intermountain,NM,2019,January,3093
Carlsbad Caverns,Intermountain,NM,2019,February,19470
Carlsbad Caverns,Intermountain,NM,2019,March,56581
Carlsbad Caverns,Intermountain,NM,2019,April,37543
Carlsbad Caverns,Intermountain,NM,2019,May,41516
Carlsbad Caverns,Intermountain,NM,2019,June,57111
Carlsbad Caverns,Intermountain,NM,2019,July,69444
Carlsbad Caverns,Intermountain,NM,2019,August,36354
Carlsbad Caverns,Intermountain,NM,2019,September,28455
Carlsbad Caverns,Intermountain,NM,2019,October,33014
Carlsbad Caverns,Intermountain,NM,2019,November,27519
Carlsbad Caverns,Intermountain,NM,2019,December,30591
Carlsbad Caverns,Intermountain,NM,2020,January,21319
Carlsbad Caverns,Intermountain,NM,2020,February,20860
Carlsbad Caverns,Intermountain,NM,2020,March,28925
Carlsbad Caverns,Intermountain,NM,2020,April,1138
Carlsbad Caverns,Intermountain,NM,2020,May,1338
Carlsbad Caverns,Intermountain,NM,2020,June,10124
Carlsbad Caverns,Intermountain,NM,2020,July,18855
Carlsbad Caverns,Intermountain,NM,2020,August,17002
Carlsbad Caverns,Intermountain,NM,2020,September,16717
Carlsbad Caverns,Intermountain,NM,2020,October,21424
Carlsbad Caverns,Intermountain,NM,2020,November,9265
Carlsbad Caverns,Intermountain,NM,2020,December,16868
Carlsbad Caverns,Intermountain,NM,2021,January,16219
Carlsbad Caverns,Intermountain,NM,2021,February,13270
Carlsbad Caverns,Intermountain,NM,2021,March,30749
Carlsbad Caverns,Intermountain,NM,2021,April,25859
Carlsbad Caverns,Intermountain,NM,2021,May,29206
Carlsbad Caverns,Intermountain,NM,2021,June,34015
Carlsbad Caverns,Intermountain,NM,2021,July,53346
Carlsbad Caverns,Intermountain,NM,2021,August,29210
Carlsbad Caverns,Intermountain,NM,2021,September,24922
Carlsbad Caverns,Intermountain,NM,2021,October,34791
Carlsbad Caverns,Intermountain,NM,2021,November,28082
Carlsbad Caverns,Intermountain,NM,2021,December,29575
Carlsbad Caverns,Intermountain,NM,2022,January,20549
Carlsbad Caverns,Intermountain,NM,2022,February,21887
Carlsbad Caverns,Intermountain,NM,2022,March,48021
Carlsbad Caverns,Intermountain,NM,2022,April,37869
Carlsbad Caverns,Intermountain,NM,2022,May,34898
Carlsbad Caverns,Intermountain,NM,2022,June,45193
Carlsbad Caverns,Intermountain,NM,2022,July,51525
Carlsbad Caverns,Intermountain,NM,2022,August,24177
Carlsbad Caverns,Intermountain,NM,2022,September,23494
Carlsbad Caverns,Intermountain,NM,2022,October,32267
Carlsbad Caverns,Intermountain,NM,2022,November,23257
Carlsbad Caverns,Intermountain,NM,2022,December,27795
Channel Islands,Pacific West,CA,2012,January,15786
Channel Islands,Pacific West,CA,2012,February,17918
Channel Islands,Pacific West,CA,2012,March,20902
Channel Islands,Pacific West,CA,2012,April,19663
Channel Islands,Pacific West,CA,2012,May,24524
Channel Islands,Pacific West,CA,2012,June,29404
Channel Islands,Pacific West,CA,2012,July,36269
Channel Islands,Pacific West,CA,2012,August,33227
Channel Islands,Pacific West,CA,2012,September,24867
Channel Islands,Pacific West,CA,2012,October,19904
Channel Islands,Pacific West,CA,2012,November,4999
Channel Islands,Pacific West,CA,2012,December,2131
Channel Islands,Pacific West,CA,2013,January,12800
Channel Islands,Pacific West,CA,2013,February,10671
Channel Islands,Pacific West,CA,2013,March,15541
Channel Islands,Pacific West,CA,2013,April,18927
Channel Islands,Pacific West,CA,2013,May,21009
Channel Islands,Pacific West,CA,2013,June,24797
Channel Islands,Pacific West,CA,2013,July,27997
Channel Islands,Pacific West,CA,2013,August,26273
Channel Islands,Pacific West,CA,2013,September,18851
Channel Islands,Pacific West,CA,2013,October,7193
Channel Islands,Pacific West,CA,2013,November,13638
Channel Islands,Pacific West,CA,2013,December,14332
Channel Islands,Pacific West,CA,2014,January,18927
Channel Islands,Pacific West,CA,2014,February,21183
Channel Islands,Pacific West,CA,2014,March,32109
Channel Islands,Pacific West,CA,2014,April,25698
Channel Islands,Pacific West,CA,2014,May,32869
Channel Islands,Pacific West,CA,2014,June,43584
Channel Islands,Pacific West,CA,2014,July,50470
Channel Islands,Pacific West,CA,2014,August,39208
Channel Islands,Pacific West,CA,2014,September,27100
Channel Islands,Pacific West,CA,2014,October,18271
Channel Islands,Pacific West,CA,2014,November,17923
Channel Islands,Pacific West,CA,2014,December,14819
Channel Islands,Pacific West,CA,2015,January,19847
Channel Islands,Pacific West,CA,2015,February,21653
Channel Islands,Pacific West,CA,2015,March,29901
Channel Islands,Pacific West,CA,2015,April,23479
Channel Islands,Pacific West,CA,2015,May,34023
Channel Islands,Pacific West,CA,2015,June,33193
Channel Islands,Pacific West,CA,2015,July,46749
Channel Islands,Pacific West,CA,2015,August,35392
Channel Islands,Pacific West,CA,2015,September,24994
Channel Islands,Pacific West,CA,2015,October,21871
Channel Islands,Pacific West,CA,2015,November,18913
Channel Islands,Pacific West,CA,2015,December,14801
Channel Islands,Pacific West,CA,2016,January,15710
Channel Islands,Pacific West,CA,2016,February,20168
Channel Islands,Pacific West,CA,2016,March,28054
Channel Islands,Pacific West,CA,2016,April,26142
Channel Islands,Pacific West,CA,2016,May,33476
Channel Islands,Pacific West,CA,2016,June,39342
Channel Islands,Pacific West,CA,2016,July,49119
Channel Islands,Pacific West,CA,2016,August,45123
Channel Islands,Pacific West,CA,2016,September,39450
Channel Islands,Pacific West,CA,2016,October,28906
Channel Islands,Pacific West,CA,2016,November,20029
Channel Islands,Pacific West,CA,2016,December,19288
Channel Islands,Pacific West,CA,2017,January,18887
Channel Islands,Pacific West,CA,2017,February,20325
Channel Islands,Pacific West,CA,2017,March,32263
Channel Islands,Pacific West,CA,2017,April,33888
Channel Islands,Pacific West,CA,2017,May,37528
Channel Islands,Pacific West,CA,2017,June,44852
Channel Islands,Pacific West,CA,2017,July,56194
Channel Islands,Pacific West,CA,2017,August,40750
Channel Islands,Pacific West,CA,2017,September,33063
Channel Islands,Pacific West,CA,2017,October,25495
Channel Islands,Pacific West,CA,2017,November,23696
Channel Islands,Pacific West,CA,2017,December,16746
Channel Islands,Pacific West,CA,2018,January,15986
Channel Islands,Pacific West,CA,2018,February,24878
Channel Islands,Pacific West,CA,2018,March,30668
Channel Islands,Pacific West,CA,2018,April,37565
Channel Islands,Pacific West,CA,2018,May,33616
Channel Islands,Pacific West,CA,2018,June,39141
Channel Islands,Pacific West,CA,2018,July,49533
Channel Islands,Pacific West,CA,2018,August,39684
Channel Islands,Pacific West,CA,2018,September,31267
Channel Islands,Pacific West,CA,2018,October,26844
Channel Islands,Pacific West,CA,2018,November,21703
Channel Islands,Pacific West,CA,2018,December,15365
Channel Islands,Pacific West,CA,2019,January,9193
Channel Islands,Pacific West,CA,2019,February,22263
Channel Islands,Pacific West,CA,2019,March,34951
Channel Islands,Pacific West,CA,2019,April,39218
Channel Islands,Pacific West,CA,2019,May,39070
Channel Islands,Pacific West,CA,2019,June,44915
Channel Islands,Pacific West,CA,2019,July,47581
Channel Islands,Pacific West,CA,2019,August,49793
Channel Islands,Pacific West,CA,2019,September,38681
Channel Islands,Pacific West,CA,2019,October,36691
Channel Islands,Pacific West,CA,2019,November,25212
Channel Islands,Pacific West,CA,2019,December,22062
Channel Islands,Pacific West,CA,2020,January,18955
Channel Islands,Pacific West,CA,2020,February,20318
Channel Islands,Pacific West,CA,2020,March,13408
Channel Islands,Pacific West,CA,2020,April,365
Channel Islands,Pacific West,CA,2020,May,2514
Channel Islands,Pacific West,CA,2020,June,13740
Channel Islands,Pacific West,CA,2020,July,15323
Channel Islands,Pacific West,CA,2020,August,18462
Channel Islands,Pacific West,CA,2020,September,18147
Channel Islands,Pacific West,CA,2020,October,26302
Channel Islands,Pacific West,CA,2020,November,16745
Channel Islands,Pacific West,CA,2020,December,3011
Channel Islands,Pacific West,CA,2021,January,1684
Channel Islands,Pacific West,CA,2021,February,13176
Channel Islands,Pacific West,CA,2021,March,13914
Channel Islands,Pacific West,CA,2021,April,22512
Channel Islands,Pacific West,CA,2021,May,28239
Channel Islands,Pacific West,CA,2021,June,40977
Channel Islands,Pacific West,CA,2021,July,41381
Channel Islands,Pacific West,CA,2021,August,36839
Channel Islands,Pacific West,CA,2021,September,37121
Channel Islands,Pacific West,CA,2021,October,35612
Channel Islands,Pacific West,CA,2021,November,30330
Channel Islands,Pacific West,CA,2021,December,17467
Channel Islands,Pacific West,CA,2022,January,16968
Channel Islands,Pacific West,CA,2022,February,21175
Channel Islands,Pacific West,CA,2022,March,25048
Channel Islands,Pacific West,CA,2022,April,30769
Channel Islands,Pacific West,CA,2022,May,23636
Channel Islands,Pacific West,CA,2022,June,30138
Channel Islands,Pacific West,CA,2022,July,37853
Channel Islands,Pacific West,CA,2022,August,33844
Channel Islands,Pacific West,CA,2022,September,31120
Channel Islands,Pacific West,CA,2022,October,27647
Channel Islands,Pacific West,CA,2022,November,27468
Channel Islands,Pacific West,CA,2022,December,17579
Congaree,Southeast,SC,2012,January,8132
Congaree,Southeast,SC,2012,February,6641
Congaree,Southeast,SC,2012,March,11524
Congaree,Southeast,SC,2012,April,11967
Congaree,Southeast,SC,2012,May,14102
Congaree,Southeast,SC,2012,June,6388
Congaree,Southeast,SC,2012,July,8362
Congaree,Southeast,SC,2012,August,7088
Congaree,Southeast,SC,2012,September,8501
Congaree,Southeast,SC,2012,October,11004
Congaree,Southeast,SC,2012,November,9470
Congaree,Southeast,SC,2012,December,6506
Congaree,Southeast,SC,2013,January,10098
Congaree,Southeast,SC,2013,February,6197
Congaree,Southeast,SC,2013,March,12453
Congaree,Southeast,SC,2013,April,14120
Congaree,Southeast,SC,2013,May,12612
Congaree,Southeast,SC,2013,June,11977
Congaree,Southeast,SC,2013,July,11859
Congaree,Southeast,SC,2013,August,8064
Congaree,Southeast,SC,2013,September,8220
Congaree,Southeast,SC,2013,October,6794
Congaree,Southeast,SC,2013,November,11044
Congaree,Southeast,SC,2013,December,6902
Congaree,Southeast,SC,2014,January,7994
Congaree,Southeast,SC,2014,February,7710
Congaree,Southeast,SC,2014,March,12177
Congaree,Southeast,SC,2014,April,16771
Congaree,Southeast,SC,2014,May,9351
Congaree,Southeast,SC,2014,June,9408
Congaree,Southeast,SC,2014,July,7909
Congaree,Southeast,SC,2014,August,9751
Congaree,Southeast,SC,2014,September,9756
Congaree,Southeast,SC,2014,October,11901
Congaree,Southeast,SC,2014,November,10325
Congaree,Southeast,SC,2014,December,7069
Congaree,Southeast,SC,2015,January,3435
Congaree,Southeast,SC,2015,February,6068
Congaree,Southeast,SC,2015,March,11150
Congaree,Southeast,SC,2015,April,10804
Congaree,Southeast,SC,2015,May,10988
Congaree,Southeast,SC,2015,June,7964
Congaree,Southeast,SC,2015,July,8640
Congaree,Southeast,SC,2015,August,4946
Congaree,Southeast,SC,2015,September,3880
Congaree,Southeast,SC,2015,October,4158
Congaree,Southeast,SC,2015,November,8935
Congaree,Southeast,SC,2015,December,6545
Congaree,Southeast,SC,2016,January,6850
Congaree,Southeast,SC,2016,February,6556
Congaree,Southeast,SC,2016,March,19387
Congaree,Southeast,SC,2016,April,14227
Congaree,Southeast,SC,2016,May,16201
Congaree,Southeast,SC,2016,June,13592
Congaree,Southeast,SC,2016,July,8229
Congaree,Southeast,SC,2016,August,11052
Congaree,Southeast,SC,2016,September,11646
Congaree,Southeast,SC,2016,October,12749
Congaree,Southeast,SC,2016,November,10792
Congaree,Southeast,SC,2016,December,12562
Congaree,Southeast,SC,2017,January,7458
Congaree,Southeast,SC,2017,February,13388
Congaree,Southeast,SC,2017,March,21778
Congaree,Southeast,SC,2017,April,18696
Congaree,Southeast,SC,2017,May,18947
Congaree,Southeast,SC,2017,June,14104
Congaree,Southeast,SC,2017,July,10278
Congaree,Southeast,SC,2017,August,13638
Congaree,Southeast,SC,2017,September,7821
Congaree,Southeast,SC,2017,October,11712
Congaree,Southeast,SC,2017,November,13307
Congaree,Southeast,SC,2017,December,8468
Congaree,Southeast,SC,2018,January,7186
Congaree,Southeast,SC,2018,February,11166
Congaree,Southeast,SC,2018,March,21238
Congaree,Southeast,SC,2018,April,14186
Congaree,Southeast,SC,2018,May,22489
Congaree,Southeast,SC,2018,June,13120
Congaree,Southeast,SC,2018,July,10544
Congaree,Southeast,SC,2018,August,12348
Congaree,Southeast,SC,2018,September,5675
Congaree,Southeast,SC,2018,October,8870
Congaree,Southeast,SC,2018,November,9691
Congaree,Southeast,SC,2018,December,9416
Congaree,Southeast,SC,2019,January,7000
Congaree,Southeast,SC,2019,February,10910
Congaree,Southeast,SC,2019,March,17121
Congaree,Southeast,SC,2019,April,15408
Congaree,Southeast,SC,2019,May,28786
Congaree,Southeast,SC,2019,June,13282
Congaree,Southeast,SC,2019,July,10936
Congaree,Southeast,SC,2019,August,11028
Congaree,Southeast,SC,2019,September,8312
Congaree,Southeast,SC,2019,October,13902
Congaree,Southeast,SC,2019,November,11765
Congaree,Southeast,SC,2019,December,10995
Congaree,Southeast,SC,2020,January,9672
Congaree,Southeast,SC,2020,February,10220
Congaree,Southeast,SC,2020,March,10790
Congaree,Southeast,SC,2020,April,0
Congaree,Southeast,SC,2020,May,140
Congaree,Southeast,SC,2020,June,4278
Congaree,Southeast,SC,2020,July,12127
Congaree,Southeast,SC,2020,August,9554
Congaree,Southeast,SC,2020,September,11375
Congaree,Southeast,SC,2020,October,19039
Congaree,Southeast,SC,2020,November,17473
Congaree,Southeast,SC,2020,December,14638
Congaree,Southeast,SC,2021,January,14159
Congaree,Southeast,SC,2021,February,14064
Congaree,Southeast,SC,2021,March,22219
Congaree,Southeast,SC,2021,April,20036
Congaree,Southeast,SC,2021,May,24978
Congaree,Southeast,SC,2021,June,18298
Congaree,Southeast,SC,2021,July,16936
Congaree,Southeast,SC,2021,August,12334
Congaree,Southeast,SC,2021,September,17309
Congaree,Southeast,SC,2021,October,19682
Congaree,Southeast,SC,2021,November,17860
Congaree,Southeast,SC,2021,December,17306
Congaree,Southeast,SC,2022,January,11149
Congaree,Southeast,SC,2022,February,16124
Congaree,Southeast,SC,2022,March,24310
Congaree,Southeast,SC,2022,April,25618
Congaree,Southeast,SC,2022,May,24164
Congaree,Southeast,SC,2022,June,18903
Congaree,Southeast,SC,2022,July,12054
Congaree,Southeast,SC,2022,August,11645
Congaree,Southeast,SC,2022,September,14119
Congaree,Southeast,SC,2022,October,16994
Congaree,Southeast,SC,2022,November,15765
Congaree,Southeast,SC,2022,December,13677
Crater Lake,Pacific West,OR,2012,January,7969
Crater Lake,Pacific West,OR,2012,February,5629
Crater Lake,Pacific West,OR,2012,March,4680
Crater Lake,Pacific West,OR,2012,April,27921
Crater Lake,Pacific West,OR,2012,May,20402
Crater Lake,Pacific West,OR,2012,June,55678
Crater Lake,Pacific West,OR,2012,July,111194
Crater Lake,Pacific West,OR,2012,August,109410
Crater Lake,Pacific West,OR,2012,September,79574
Crater Lake,Pacific West,OR,2012,October,24794
Crater Lake,Pacific West,OR,2012,November,0
Crater Lake,Pacific West,OR,2012,December,0
Crater Lake,Pacific West,OR,2013,January,6325
Crater Lake,Pacific West,OR,2013,February,5566
Crater Lake,Pacific West,OR,2013,March,9637
Crater Lake,Pacific West,OR,2013,April,12903
Crater Lake,Pacific West,OR,2013,May,86716
Crater Lake,Pacific West,OR,2013,June,70665
Crater Lake,Pacific West,OR,2013,July,118819
Crater Lake,Pacific West,OR,2013,August,110619
Crater Lake,Pacific West,OR,2013,September,76796
Crater Lake,Pacific West,OR,2013,October,7018
Crater Lake,Pacific West,OR,2013,November,8645
Crater Lake,Pacific West,OR,2013,December,9318
Crater Lake,Pacific West,OR,2014,January,7501
Crater Lake,Pacific West,OR,2014,February,4592
Crater Lake,Pacific West,OR,2014,March,15767
Crater Lake,Pacific West,OR,2014,April,10125
Crater Lake,Pacific West,OR,2014,May,30492
Crater Lake,Pacific West,OR,2014,June,76338
Crater Lake,Pacific West,OR,2014,July,121701
Crater Lake,Pacific West,OR,2014,August,124944
Crater Lake,Pacific West,OR,2014,September,87060
Crater Lake,Pacific West,OR,2014,October,37254
Crater Lake,Pacific West,OR,2014,November,9614
Crater Lake,Pacific West,OR,2014,December,10120
Crater Lake,Pacific West,OR,2015,January,10489
Crater Lake,Pacific West,OR,2015,February,8635
Crater Lake,Pacific West,OR,2015,March,13938
Crater Lake,Pacific West,OR,2015,April,16918
Crater Lake,Pacific West,OR,2015,May,48217
Crater Lake,Pacific West,OR,2015,June,84679
Crater Lake,Pacific West,OR,2015,July,147623
Crater Lake,Pacific West,OR,2015,August,97673
Crater Lake,Pacific West,OR,2015,September,128398
Crater Lake,Pacific West,OR,2015,October,42803
Crater Lake,Pacific West,OR,2015,November,12769
Crater Lake,Pacific West,OR,2015,December,2570
Crater Lake,Pacific West,OR,2016,January,3112
Crater Lake,Pacific West,OR,2016,February,7170
Crater Lake,Pacific West,OR,2016,March,8961
Crater Lake,Pacific West,OR,2016,April,20389
Crater Lake,Pacific West,OR,2016,May,40627
Crater Lake,Pacific West,OR,2016,June,122905
Crater Lake,Pacific West,OR,2016,July,190231
Crater Lake,Pacific West,OR,2016,August,176895
Crater Lake,Pacific West,OR,2016,September,131760
Crater Lake,Pacific West,OR,2016,October,38985
Crater Lake,Pacific West,OR,2016,November,10325
Crater Lake,Pacific West,OR,2016,December,4984
Crater Lake,Pacific West,OR,2017,January,1935
Crater Lake,Pacific West,OR,2017,February,1402
Crater Lake,Pacific West,OR,2017,March,8716
Crater Lake,Pacific West,OR,2017,April,15043
Crater Lake,Pacific West,OR,2017,May,38145
Crater Lake,Pacific West,OR,2017,June,136567
Crater Lake,Pacific West,OR,2017,July,208237
Crater Lake,Pacific West,OR,2017,August,157429
Crater Lake,Pacific West,OR,2017,September,84340
Crater Lake,Pacific West,OR,2017,October,41231
Crater Lake,Pacific West,OR,2017,November,9687
Crater Lake,Pacific West,OR,2017,December,9017
Crater Lake,Pacific West,OR,2018,January,9220
Crater Lake,Pacific West,OR,2018,February,8000
Crater Lake,Pacific West,OR,2018,March,11143
Crater Lake,Pacific West,OR,2018,April,19790
Crater Lake,Pacific West,OR,2018,May,52298
Crater Lake,Pacific West,OR,2018,June,110842
Crater Lake,Pacific West,OR,2018,July,179570
Crater Lake,Pacific West,OR,2018,August,134628
Crater Lake,Pacific West,OR,2018,September,110911
Crater Lake,Pacific West,OR,2018,October,58308
Crater Lake,Pacific West,OR,2018,November,21309
Crater Lake,Pacific West,OR,2018,December,4640
Crater Lake,Pacific West,OR,2019,January,3120
Crater Lake,Pacific West,OR,2019,February,2436
Crater Lake,Pacific West,OR,2019,March,4800
Crater Lake,Pacific West,OR,2019,April,15898
Crater Lake,Pacific West,OR,2019,May,44808
Crater Lake,Pacific West,OR,2019,June,103442
Crater Lake,Pacific West,OR,2019,July,201191
Crater Lake,Pacific West,OR,2019,August,163472
Crater Lake,Pacific West,OR,2019,September,98266
Crater Lake,Pacific West,OR,2019,October,41635
Crater Lake,Pacific West,OR,2019,November,16843
Crater Lake,Pacific West,OR,2019,December,8601
Crater Lake,Pacific West,OR,2020,January,3492
Crater Lake,Pacific West,OR,2020,February,3351
Crater Lake,Pacific West,OR,2020,March,5304
Crater Lake,Pacific West,OR,2020,April,686
Crater Lake,Pacific West,OR,2020,May,814
Crater Lake,Pacific West,OR,2020,June,59731
Crater Lake,Pacific West,OR,2020,July,209678
Crater Lake,Pacific West,OR,2020,August,222368
Crater Lake,Pacific West,OR,2020,September,59093
Crater Lake,Pacific West,OR,2020,October,61613
Crater Lake,Pacific West,OR,2020,November,18270
Crater Lake,Pacific West,OR,2020,December,26100
Crater Lake,Pacific West,OR,2021,January,8026
Crater Lake,Pacific West,OR,2021,February,7803
Crater Lake,Pacific West,OR,2021,March,15312
Crater Lake,Pacific West,OR,2021,April,25680
Crater Lake,Pacific West,OR,2021,May,56746
Crater Lake,Pacific West,OR,2021,June,95155
Crater Lake,Pacific West,OR,2021,July,194712
Crater Lake,Pacific West,OR,2021,August,106379
Crater Lake,Pacific West,OR,2021,September,64152
Crater Lake,Pacific West,OR,2021,October,47196
Crater Lake,Pacific West,OR,2021,November,19410
Crater Lake,Pacific West,OR,2021,December,7180
Crater Lake,Pacific West,OR,2022,January,6752
Crater Lake,Pacific West,OR,2022,February,9213
Crater Lake,Pacific West,OR,2022,March,11933
Crater Lake,Pacific West,OR,2022,April,14779
Crater Lake,Pacific West,OR,2022,May,31822
Crater Lake,Pacific West,OR,2022,June,70975
Crater Lake,Pacific West,OR,2022,July,139513
Crater Lake,Pacific West,OR,2022,August,107351
Crater Lake,Pacific West,OR,2022,September,78967
Crater Lake,Pacific West,OR,2022,October,39989
Crater Lake,Pacific West,OR,2022,November,10481
Crater Lake,Pacific West,OR,2022,December,5484
Cuyahoga Valley,Midwest,OH,2012,January,86320
Cuyahoga Valley,Midwest,OH,2012,February,90599
Cuyahoga Valley,Midwest,OH,2012,March,149846
Cuyahoga Valley,Midwest,OH,2012,April,194132
Cuyahoga Valley,Midwest,OH,2012,May,257820
Cuyahoga Valley,Midwest,OH,2012,June,272900
Cuyahoga Valley,Midwest,OH,2012,July,290576
Cuyahoga Valley,Midwest,OH,2012,August,282757
Cuyahoga Valley,Midwest,OH,2012,September,236390
Cuyahoga Valley,Midwest,OH,2012,October,203339
Cuyahoga Valley,Midwest,OH,2012,November,122400
Cuyahoga Valley,Midwest,OH,2012,December,112643
Cuyahoga Valley,Midwest,OH,2013,January,84333
Cuyahoga Valley,Midwest,OH,2013,February,78012
Cuyahoga Valley,Midwest,OH,2013,March,104524
Cuyahoga Valley,Midwest,OH,2013,April,181602
Cuyahoga Valley,Midwest,OH,2013,May,260588
Cuyahoga Valley,Midwest,OH,2013,June,260571
Cuyahoga Valley,Midwest,OH,2013,July,289470
Cuyahoga Valley,Midwest,OH,2013,August,282907
Cuyahoga Valley,Midwest,OH,2013,September,239958
Cuyahoga Valley,Midwest,OH,2013,October,78947
Cuyahoga Valley,Midwest,OH,2013,November,125141
Cuyahoga Valley,Midwest,OH,2013,December,116957
Cuyahoga Valley,Midwest,OH,2014,January,89704
Cuyahoga Valley,Midwest,OH,2014,February,81166
Cuyahoga Valley,Midwest,OH,2014,March,98108
Cuyahoga Valley,Midwest,OH,2014,April,198023
Cuyahoga Valley,Midwest,OH,2014,May,245144
Cuyahoga Valley,Midwest,OH,2014,June,246874
Cuyahoga Valley,Midwest,OH,2014,July,286307
Cuyahoga Valley,Midwest,OH,2014,August,273080
Cuyahoga Valley,Midwest,OH,2014,September,221783
Cuyahoga Valley,Midwest,OH,2014,October,228171
Cuyahoga Valley,Midwest,OH,2014,November,109529
Cuyahoga Valley,Midwest,OH,2014,December,111960
Cuyahoga Valley,Midwest,OH,2015,January,76795
Cuyahoga Valley,Midwest,OH,2015,February,72272
Cuyahoga Valley,Midwest,OH,2015,March,105883
Cuyahoga Valley,Midwest,OH,2015,April,210102
Cuyahoga Valley,Midwest,OH,2015,May,283076
Cuyahoga Valley,Midwest,OH,2015,June,250161
Cuyahoga Valley,Midwest,OH,2015,July,319145
Cuyahoga Valley,Midwest,OH,2015,August,287975
Cuyahoga Valley,Midwest,OH,2015,September,206668
Cuyahoga Valley,Midwest,OH,2015,October,227876
Cuyahoga Valley,Midwest,OH,2015,November,129512
Cuyahoga Valley,Midwest,OH,2015,December,115147
Cuyahoga Valley,Midwest,OH,2016,January,85195
Cuyahoga Valley,Midwest,OH,2016,February,83784
Cuyahoga Valley,Midwest,OH,2016,March,104225
Cuyahoga Valley,Midwest,OH,2016,April,171879
Cuyahoga Valley,Midwest,OH,2016,May,255362
Cuyahoga Valley,Midwest,OH,2016,June,306943
Cuyahoga Valley,Midwest,OH,2016,July,335174
Cuyahoga Valley,Midwest,OH,2016,August,332781
Cuyahoga Valley,Midwest,OH,2016,September,236792
Cuyahoga Valley,Midwest,OH,2016,October,245369
Cuyahoga Valley,Midwest,OH,2016,November,149398
Cuyahoga Valley,Midwest,OH,2016,December,116488
Cuyahoga Valley,Midwest,OH,2017,January,94019
Cuyahoga Valley,Midwest,OH,2017,February,90987
Cuyahoga Valley,Midwest,OH,2017,March,110435
